Call Time,Caller ID,Destination,Status,Ringing,Talking,Cost,Reason,Sentiment,Summary,Transcription
2025-08-01T10:57:08,DROGUERIA SAO203 (20320),VMail (22220),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SAO203 (20320),,,
2025-08-01T10:57:08,DROGUERIA SAO203 (20320),DROGUERIA STO222 (22220),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (22220)",,,
2025-08-01T10:56:06,DROGUERIA STO570 (57020),DROGUERIA STO140 (14020),answered,00:00:04,00:01:00,0.00,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T10:56:19,PORTERIA CEDI BOGOTA (91920),CCTV CEDI BOGOTA (91960),answered,00:00:07,00:00:42,0.00,Terminated by PORTERIA CEDI BOGOTA (91920),,,
2025-08-01T10:57:05,DROGUERIA SAO203 (20320),2220,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:57:05,ATENCION CLIENTE STO051 (05110),1904122,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:55:35,ATENCION CLIENTE STO252 (25210),VMail (20310),answered,00:00:00,00:01:18,0.00,Terminated by ATENCION CLIENTE STO252 (25210),,,
2025-08-01T10:55:14,ATENCION CLIENTE STO252 (25210),ATENCION CLIENTE SAO203 (20310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20310)",,,
2025-08-01T10:55:44,PORTER�A BOMBON� (90010),VMail (90080),answered,00:00:00,00:00:08,0.00,Terminated by PORTER�A BOMBON� (90010),,,
2025-08-01T10:55:23,PORTER�A BOMBON� (90010),CCTV BODEGA BOMBON� (90080),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (90080)",,,
2025-08-01T10:55:44,CCTV CEDI BOGOTA (91960),VMail (91920),answered,00:00:00,00:00:03,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T10:55:44,CCTV CEDI BOGOTA (91960),PORTERIA CEDI BOGOTA (91920),unanswered,00:00:00,00:00:00,0.00,Forwarded to VMail (91920),,,
2025-08-01T10:55:34,CCTV CEDI BOGOTA (91960),VMail (91920),answered,00:00:00,00:00:03,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T10:55:34,CCTV CEDI BOGOTA (91960),PORTERIA CEDI BOGOTA (91920),unanswered,00:00:00,00:00:00,0.00,Forwarded to VMail (91920),,,
2025-08-01T10:55:19,DROGUERIA STO208 (20820),DROGUERIA STO227 (22720),unanswered,00:00:17,00:00:00,0.00,Terminated by DROGUERIA STO208 (20820),,,
2025-08-01T10:55:20,PORTER�A BOMBON� (90010),00,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:55:11,ATENCION CLIENTE STO252 (25210),1,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:55:06,ATENCION CLIENTE STO252 (25210),4010,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:54:52,ELECTRO SAO203 (20330),ATENCION CLIENTE SAO203 (20310),answered,00:00:04,00:00:08,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T10:54:57,ATENCION CLIENTE STO252 (25210),VMail (20110),answered,00:00:00,00:00:04,0.00,Terminated by ATENCION CLIENTE STO252 (25210),,,
2025-08-01T10:54:36,ATENCION CLIENTE STO252 (25210),ATENCION CLIENTE STO201 (20110),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20110)",,,
2025-08-01T10:54:19,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:12,00:00:00,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:52:20,DROGUERIA STO032 (03220),CENTRAL SEGURIDAD SAO 031 (03160),answered,00:00:14,00:01:56,0.00,Terminated by CENTRAL SEGURIDAD SAO 031 (03160),,,
2025-08-01T10:54:23,ATENCION CLIENTE STO252 (25210),203100,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:54:11,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:53:50,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:53:54,MAURICIO BURITICA GALEANO (95045),13040,unanswered,00:00:00,00:00:00,0.00,Terminated by 13040,,,
2025-08-01T10:53:38,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:10,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:53:17,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:52:58,DROGUERIA SDO475 (47520),90140,unanswered,00:00:26,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:52:59,DROGUERIA SDO475 (47520),90140,unanswered,00:00:25,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:52:59,DROGUERIA SDO475 (47520),90140,unanswered,00:00:24,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:00,DROGUERIA SDO475 (47520),90140,unanswered,00:00:23,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:01,DROGUERIA SDO475 (47520),90140,unanswered,00:00:23,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:01,DROGUERIA SDO475 (47520),90140,unanswered,00:00:22,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:02,DROGUERIA SDO475 (47520),90140,unanswered,00:00:21,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:03,DROGUERIA SDO475 (47520),90140,unanswered,00:00:20,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:04,DROGUERIA SDO475 (47520),90140,unanswered,00:00:19,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:04,DROGUERIA SDO475 (47520),90140,unanswered,00:00:18,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:05,DROGUERIA SDO475 (47520),90140,unanswered,00:00:17,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:05,DROGUERIA SDO475 (47520),90140,unanswered,00:00:17,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:06,DROGUERIA SDO475 (47520),90140,unanswered,00:00:16,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:07,DROGUERIA SDO475 (47520),90140,unanswered,00:00:15,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:07,DROGUERIA SDO475 (47520),90140,unanswered,00:00:14,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:08,DROGUERIA SDO475 (47520),90140,unanswered,00:00:13,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:09,DROGUERIA SDO475 (47520),90140,unanswered,00:00:12,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:09,DROGUERIA SDO475 (47520),90140,unanswered,00:00:11,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:10,DROGUERIA SDO475 (47520),90140,unanswered,00:00:11,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:11,DROGUERIA SDO475 (47520),90140,unanswered,00:00:10,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:11,DROGUERIA SDO475 (47520),90140,unanswered,00:00:09,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:12,DROGUERIA SDO475 (47520),90140,unanswered,00:00:08,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:13,DROGUERIA SDO475 (47520),90140,unanswered,00:00:07,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:13,DROGUERIA SDO475 (47520),90140,unanswered,00:00:06,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:14,DROGUERIA SDO475 (47520),90140,unanswered,00:00:05,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:15,DROGUERIA SDO475 (47520),90140,unanswered,00:00:05,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:15,DROGUERIA SDO475 (47520),90140,unanswered,00:00:04,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:16,DROGUERIA SDO475 (47520),90140,unanswered,00:00:03,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:16,DROGUERIA SDO475 (47520),90140,unanswered,00:00:02,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:17,DROGUERIA SDO475 (47520),90140,unanswered,00:00:01,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:18,DROGUERIA SDO475 (47520),90140,unanswered,00:00:00,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:53:06,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:08,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:52:45,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:52:32,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:09,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:52:11,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:52:27,DROGUERIA STO083 (08320),VMail (06610),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO083 (08320),,,
2025-08-01T10:52:06,DROGUERIA STO083 (08320),ATENCION CLIENTE STO066 (06610),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06610)",,,
2025-08-01T10:51:59,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:09,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:51:38,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:51:56,DROGUERIA STO083 (08320),VMail (06610),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO083 (08320),,,
2025-08-01T10:51:35,DROGUERIA STO083 (08320),ATENCION CLIENTE STO066 (06610),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06610)",,,
2025-08-01T10:51:44,DROGUERIA STO109 (10920),VMail (10720),answered,00:00:00,00:00:06,0.00,Terminated by DROGUERIA STO109 (10920),,,
2025-08-01T10:51:23,DROGUERIA STO109 (10920),DROGUERIA STO107 (10720),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10720)",,,
2025-08-01T10:51:19,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:17,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:50:58,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:51:17,DROGUERIA SAO251 (25120),75220,unanswered,00:00:15,00:00:00,0.00,Terminated by DROGUERIA SAO251 (25120),,,
2025-08-01T10:51:17,CENTRAL SEGURIDAD SAO 031 (03160),DROGUERIA STO032 (03220),unanswered,00:00:13,00:00:00,0.00,Terminated by CENTRAL SEGURIDAD SAO 031 (03160),,,
2025-08-01T10:51:14,DROGUERIA STO109 (10920),VMail (12920),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO109 (10920),,,
2025-08-01T10:50:53,DROGUERIA STO109 (10920),DROGUERIA STO 129 (12920),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (12920)",,,
2025-08-01T10:50:13,DROGUERIA STO568 (56820),DROGUERIA STO140 (14020),answered,00:00:06,00:00:57,0.00,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T10:50:49,DROGUERIA STO083 (08320),DROGUERIA STO066 (06620),unanswered,00:00:19,00:00:00,0.00,Terminated by DROGUERIA STO083 (08320),,,
2025-08-01T10:50:49,CENTRAL SEGURIDAD SAO 031 (03160),VMail (03210),answered,00:00:00,00:00:09,0.00,Terminated by CENTRAL SEGURIDAD SAO 031 (03160),,,
2025-08-01T10:50:49,CENTRAL SEGURIDAD SAO 031 (03160),ATENCION CLIENTE STO032 (03210),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (03210)",,,
2025-08-01T10:50:40,DROGUERIA SDO037 (03720),VMail (06220),answered,00:00:00,00:00:12,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:50:19,DROGUERIA SDO037 (03720),DROGUERIA STO062 (06220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06220)",,,
2025-08-01T10:50:29,DROGUERIA STO309 (30920),VMail (31320),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO309 (30920),,,
2025-08-01T10:50:08,DROGUERIA STO309 (30920),DROGUERIA STO313 (31320),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (31320)",,,
2025-08-01T10:50:13,DROGUERIA SDO037 (03720),VMail (99989),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA SDO037 (03720),,,
2025-08-01T10:49:49,DROGUERIA STO109 (10920),1,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:49:35,ALEJANDRA RAMIREZ (95041),VMail (13010),answered,00:00:00,00:00:03,0.00,Terminated by ALEJANDRA RAMIREZ (95041),,,
2025-08-01T10:49:14,ALEJANDRA RAMIREZ (95041),ATENCION CLIENTE STO130 (13010),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (13010)",,,
2025-08-01T10:49:31,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:49:10,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:49:28,DROGUERIA STO309 (30920),VMail (31320),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA STO309 (30920),,,
2025-08-01T10:49:07,DROGUERIA STO309 (30920),DROGUERIA STO313 (31320),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (31320)",,,
2025-08-01T10:48:57,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:48:36,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:48:31,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:48:10,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:48:07,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:47:46,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:47:40,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:47:19,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:46:30,DROGUERIA STO570 (57020),DROGUERIA STO140 (14020),answered,00:00:03,00:00:59,0.00,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T10:47:14,DROGUERIA STO 079 (07920),VMail (04620),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T10:46:53,DROGUERIA STO 079 (07920),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:46:13,PORTERIA CEDI BOGOTA (91920),CCTV CEDI BOGOTA (91960),unanswered,00:00:07,00:00:00,0.00,Terminated by PORTERIA CEDI BOGOTA (91920),,,
2025-08-01T10:45:10,PORTERIA CEDI BOGOTA (91920),CCTV CEDI BOGOTA (91960),answered,00:00:02,00:00:34,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T10:45:08,DROGUERIA STO570 (57020),DROGUERIA STO140 (14020),answered,00:00:04,00:00:23,0.00,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T10:44:50,CCTV CEDI BOGOTA (91960),VMail (91920),answered,00:00:00,00:00:04,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T10:44:50,CCTV CEDI BOGOTA (91960),PORTERIA CEDI BOGOTA (91920),unanswered,00:00:00,00:00:00,0.00,Forwarded to VMail (91920),,,
2025-08-01T10:44:35,CCTV CEDI BOGOTA (91960),VMail (91920),answered,00:00:00,00:00:03,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T10:44:35,CCTV CEDI BOGOTA (91960),PORTERIA CEDI BOGOTA (91920),unanswered,00:00:00,00:00:00,0.00,Forwarded to VMail (91920),,,
2025-08-01T10:31:24,DROGUERIA STO140 (14020),57020,answered,00:00:03,00:12:32,12.54,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T10:43:01,DROGUERIA STO060 (06020),52620,answered,00:00:15,00:00:26,0.43,Terminated by DROGUERIA STO060 (06020),,,
2025-08-01T10:43:21,ATENCION CLIENTE STO332 (33210),VMail (32130),answered,00:00:00,00:00:07,0.00,Terminated by ATENCION CLIENTE STO332 (33210),,,
2025-08-01T10:43:00,ATENCION CLIENTE STO332 (33210),ELECTRO SAO321 (32130),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (32130)",,,
2025-08-01T10:42:11,ELECTRO SAO302 (30230),CENTRAL SEGURIDAD SAO 302 (30260),answered,00:00:06,00:00:12,0.00,Terminated by ELECTRO SAO302 (30230),,,
2025-08-01T10:41:03,DROGUERIA STO704 (70420),DROGUERIA SAO251 (25120),answered,00:00:14,00:01:07,0.00,Terminated by DROGUERIA SAO251 (25120),,,
2025-08-01T10:41:45,DROGUERIA STO 079 (07920),02120,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:40:23,DROGUERIA STO086 (08620),844,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:40:20,DROGUERIA STO086 (08620),998,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:39:38,DROGUERIA STO204 (20420),VMail (22310),answered,00:00:00,00:00:07,0.00,Terminated by DROGUERIA STO204 (20420),,,
2025-08-01T10:39:17,DROGUERIA STO204 (20420),ATENCION CLIENTE STO223 (22310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (22310)",,,
2025-08-01T10:38:59,DROGUERIA STO301 (30120),VMail (30320),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO301 (30120),,,
2025-08-01T10:38:38,DROGUERIA STO301 (30120),DROGUERIA STO303 (30320),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (30320)",,,
2025-08-01T10:38:49,DROGUERIA STO204 (20420),VMail (22310),answered,00:00:00,00:00:07,0.00,Terminated by DROGUERIA STO204 (20420),,,
2025-08-01T10:38:28,DROGUERIA STO204 (20420),ATENCION CLIENTE STO223 (22310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (22310)",,,
2025-08-01T10:38:23,DROGUERIA STO204 (20420),2310,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T10:38:13,DROGUERIA STO008 (00820),VMail (04620),answered,00:00:00,00:00:07,0.00,Terminated by DROGUERIA STO008 (00820),,,
2025-08-01T10:37:52,DROGUERIA STO008 (00820),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:37:44,DROGUERIA STO008 (00820),VMail (99989),answered,00:00:00,00:00:01,0.00,Terminated by DROGUERIA STO008 (00820),,,
2025-08-01T10:37:37,DROGUERIA STO008 (00820),VMail (04620),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO008 (00820),,,
2025-08-01T10:37:15,DROGUERIA STO008 (00820),DROGUERIA STO046 (04620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (04620)",,,
2025-08-01T10:37:26,ATENCION CLIENTE STO262 (26210),VMail (25130),answered,00:00:00,00:00:10,0.00,Terminated by ATENCION CLIENTE STO262 (26210),,,
2025-08-01T10:37:26,ATENCION CLIENTE STO262 (26210),ELECTRO SAO251 (25130),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (25130)",,,
2025-08-01T10:37:23,DROGUERIA STO107 (10720),VMail (10220),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO107 (10720),,,
2025-08-01T10:37:02,DROGUERIA STO107 (10720),DROGUERIA STO102 (10220),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (10220)",,,
2025-08-01T10:37:22,ATENCION CLIENTE STO224 (22410),72215,unanswered,00:00:01,00:00:00,0.00,Terminated by ATENCION CLIENTE STO224 (22410),,,
2025-08-01T10:37:08,ATENCION CLIENTE STO262 (26210),VMail (99989),answered,00:00:00,00:00:10,0.00,Terminated by ATENCION CLIENTE STO262 (26210),,,
2025-08-01T10:36:26,ATENCION CLIENTE STO224 (22410),98010,unanswered,00:00:00,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:36:20,ATENCION CLIENTE STO224 (22410),98051,answered,00:00:00,00:00:00,0.00,Terminated by ATENCION CLIENTE STO224 (22410),,,
2025-08-01T10:35:40,ATENCION CLIENTE STO332 (33210),VMail (32130),answered,00:00:00,00:00:06,0.00,Terminated by ATENCION CLIENTE STO332 (33210),,,
2025-08-01T10:35:19,ATENCION CLIENTE STO332 (33210),ELECTRO SAO321 (32130),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (32130)",,,
2025-08-01T10:34:54,CAMILO TRUJILLO GUZMÁN (99050),CCTV CEDI BOGOTA (91960),answered,00:00:06,00:00:32,0.00,Terminated by CAMILO TRUJILLO GUZMÁN (99050),,,
2025-08-01T10:35:06,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:26,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:06,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:25,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:07,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:24,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:08,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:24,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:08,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:23,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:09,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:22,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:09,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:21,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:10,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:20,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:11,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:19,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:11,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:19,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:12,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:18,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:13,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:17,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:13,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:16,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:14,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:15,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:15,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:14,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:15,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:13,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:16,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:12,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:17,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:12,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:17,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:11,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:18,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:10,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:19,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:09,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:19,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:08,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:20,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:07,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:20,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:07,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:21,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:06,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:22,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:05,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:22,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:04,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:23,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:03,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:24,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:03,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:24,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:02,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:25,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:01,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:35:25,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:00,00:00:00,0.00,Route not found,,,
2025-08-01T10:34:29,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:25,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:29,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:25,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:30,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:24,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:30,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:23,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:31,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:22,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:32,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:21,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:32,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:21,00:00:00,0.00,No Route Exists,,,
2025-08-01T10:34:33,ATENCION CLIENTE STO224 (22410),99810,unanswered,00:00:20,00:00:00,0.00,No Route Exists,,,
