Call Time,Caller ID,Destination,Status,Ringing,Talking,Cost,Reason,Sentiment,Summary,Transcription
2025-08-01T12:08:27,DROGUERIA STO207 (20720),VMail (20820),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO207 (20720),,,
2025-08-01T12:08:06,DROGUERIA STO207 (20720),DROGUERIA STO208 (20820),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20820)",,,
2025-08-01T12:08:14,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:08:05,ATENCION CLIENTE STO113 (11310),991416,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:07:59,ATENCION CLIENTE STO113 (11310),991416,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:05:47,PORTER�A BOMBON� (90010),CCTV BODEGA BOMBON� (90080),answered,00:00:05,00:02:00,0.00,Terminated by PORTER�A BOMBON� (90010),,,
2025-08-01T12:07:42,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:07:07,DARLA PAOLA ESCORCIA MIRANDA (98709),VMail (06410),answered,00:00:00,00:00:03,0.00,Terminated by DARLA PAOLA ESCORCIA MIRANDA (98709),,,
2025-08-01T12:06:46,DARLA PAOLA ESCORCIA MIRANDA (98709),ATENCION CLIENTE STO064 (06410),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (06410)",,,
2025-08-01T12:07:10,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:06:54,ATENCION CLIENTE STO113 (11310),9914115,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:06:45,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:06:37,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:04:57,ATENCION CLIENTE STO329 (32910),ATENCION CLIENTE STO306 (30610),answered,00:00:07,00:01:22,0.00,Terminated by ATENCION CLIENTE STO306 (30610),,,
2025-08-01T12:05:51,DROGUERIA SDO099 (09920),51520,answered,00:00:22,00:00:04,0.06,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:06:13,ATENCION CLIENTE STO113 (11310),9914116,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:05:48,ATENCION CLIENTE STO080 (08010),DROGUERIA STO080 (08020),answered,00:00:04,00:00:21,0.00,Terminated by DROGUERIA STO080 (08020),,,
2025-08-01T12:05:47,SANDY OSORIO OSIA (90062),DROGUERIA STO076 (07620),unanswered,00:00:11,00:00:00,0.00,Terminated by SANDY OSORIO OSIA (90062),,,
2025-08-01T12:01:20,DROGUERIA SDO526 (52620),DROGUERIA STO060 (06020),answered,00:00:12,00:04:14,0.00,Terminated by DROGUERIA SDO526 (52620),,,
2025-08-01T12:05:20,DROGUERIA SDO099 (09920),52820,answered,00:00:21,00:00:04,0.06,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:05:31,SANDY OSORIO OSIA (90062),VMail (07610),answered,00:00:00,00:00:12,0.00,Terminated by SANDY OSORIO OSIA (90062),,,
2025-08-01T12:05:10,SANDY OSORIO OSIA (90062),ATENCION CLIENTE STO076 (07610),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (07610)",,,
2025-08-01T12:05:33,DROGUERIA STO004 (00420),VMail (02320),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO004 (00420),,,
2025-08-01T12:05:12,DROGUERIA STO004 (00420),DROGUERIA STO023 (02320),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (02320)",,,
2025-08-01T12:04:50,DROGUERIA SDO099 (09920),52820,answered,00:00:21,00:00:03,0.06,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:04:49,ATENCION CLIENTE SAO203 (20310),98151,answered,00:00:21,00:00:03,0.05,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:59:56,ATENCION CLIENTE STO594 (59410),YANNY JEYSAN QUINA COLLO (96015),answered,00:00:06,00:05:08,0.00,Terminated by YANNY JEYSAN QUINA COLLO (96015),,,
2025-08-01T12:03:08,JOSE ANTONIO RODRIGUEZ BARRETO (98185),CARLOS ALBERTO POSADA GUTIERREZ (96019),answered,00:00:06,00:01:51,0.00,Terminated by CARLOS ALBERTO POSADA GUTIERREZ (96019),,,
2025-08-01T12:04:21,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:04,0.07,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:04:21,ATENCION CLIENTE SAO203 (20310),98881,answered,00:00:21,00:00:03,0.06,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T12:04:10,DROGUERIA STO080 (08020),ATENCION CLIENTE STO080 (08010),answered,00:00:03,00:00:09,0.00,Terminated by ATENCION CLIENTE STO080 (08010),,,
2025-08-01T12:03:37,ATENCION CLIENTE STO329 (32910),ATENCION CLIENTE STO306 (30610),answered,00:00:07,00:00:38,0.00,Terminated by ATENCION CLIENTE STO306 (30610),,,
2025-08-01T12:03:29,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:27,0.44,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:03:24,ATENCION CLIENTE STO329 (32910),ATENCION CLIENTE STO306 (30610),answered,00:00:05,00:00:00,0.00,Terminated by ATENCION CLIENTE STO306 (30610),,,
2025-08-01T12:03:11,RECIBO SAO260 (26040),ELECTRO SAO260 (26030),answered,00:00:08,00:00:10,0.00,Terminated by RECIBO SAO260 (26040),,,
2025-08-01T12:03:24,DROGUERIA STO132 (13220),57020,answered,00:00:00,00:00:05,0.08,Terminated by DROGUERIA STO132 (13220),,,
2025-08-01T12:03:00,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:03,0.05,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:00:30,LUZ YANETH MARIN CUARTAS (96017),NOHRA MORA (96025),answered,00:00:04,00:02:45,0.00,Terminated by LUZ YANETH MARIN CUARTAS (96017),,,
2025-08-01T12:00:58,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE STO123 (12310),answered,00:00:10,00:02:07,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T12:02:48,ATENCION CLIENTE STO208 (20810),98120,answered,00:00:04,00:00:19,0.32,Terminated by ATENCION CLIENTE STO208 (20810),,,
2025-08-01T12:02:31,DROGUERIA SDO099 (09920),51520,answered,00:00:22,00:00:04,0.06,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T12:02:44,PORTER�A BOMBON� (90010),CCTV BODEGA BOMBON� (90080),unanswered,00:00:12,00:00:00,0.00,Terminated by PORTER�A BOMBON� (90010),,,
2025-08-01T12:02:32,DROGUERIA STO004 (00420),04720,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T12:02:01,DROGUERIA STO132 (13220),55020,answered,00:00:21,00:00:05,0.08,Terminated by DROGUERIA STO132 (13220),,,
2025-08-01T12:01:29,ATENCION CLIENTE STO329 (32910),ATENCION CLIENTE SAO321 (32110),answered,00:00:06,00:00:37,0.00,Terminated by ATENCION CLIENTE SAO321 (32110),,,
2025-08-01T12:01:44,ATENCION CLIENTE SAO302 (30210),CENTRAL SEGURIDAD SAO 302 (30260),answered,00:00:06,00:00:20,0.00,Terminated by ATENCION CLIENTE SAO302 (30210),,,
2025-08-01T12:00:42,DROGUERIA STO140 (14020),57020,answered,00:00:06,00:01:04,1.06,Terminated by DROGUERIA STO140 (14020),,,
2025-08-01T12:00:58,CCTV CEDI BOGOTA (91960),99070,answered,00:00:04,00:00:06,0.11,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T11:53:07,ATENCION CLIENTE SDO099 (09910),980345,answered,00:00:01,00:07:54,7.90,Terminated by ATENCION CLIENTE SDO099 (09910),,,
2025-08-01T12:00:54,CCTV CEDI BOGOTA (91960),99070,unanswered,00:00:01,00:00:00,0.00,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T12:00:50,STICK SNEIDER RUA SALAS (98854),VMail (12310),answered,00:00:00,00:00:02,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T12:00:29,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE STO123 (12310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (12310)",,,
2025-08-01T12:00:28,JUAN ESTEBAN BARBOSA (95060),VMail (18010),answered,00:00:00,00:00:03,0.00,Terminated by JUAN ESTEBAN BARBOSA (95060),,,
2025-08-01T12:00:07,JUAN ESTEBAN BARBOSA (95060),ATENCION CLIENTE STO180 (18010),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (18010)",,,
2025-08-01T11:56:37,DROGUERIA STO017 (01720),DROGUERIA STO016 (01620),answered,00:00:15,00:03:34,0.00,Terminated by DROGUERIA STO017 (01720),,,
2025-08-01T12:00:17,LUZ YANETH MARIN CUARTAS (96017),VMail (96015),answered,00:00:00,00:00:04,0.00,Terminated by LUZ YANETH MARIN CUARTAS (96017),,,
2025-08-01T12:00:17,LUZ YANETH MARIN CUARTAS (96017),YANNY JEYSAN QUINA COLLO (96015),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (96015)",,,
2025-08-01T12:00:17,STICK SNEIDER RUA SALAS (98854),VMail (10510),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T12:00:17,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO105 (10510),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (10510)",,,
2025-08-01T11:59:52,DROGUERIA STO132 (13220),55020,answered,00:00:21,00:00:05,0.09,Terminated by DROGUERIA STO132 (13220),,,
2025-08-01T11:59:36,ATENCION CLIENTE SAO203 (20310),VMail (20330),answered,00:00:00,00:00:09,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:59:15,ATENCION CLIENTE SAO203 (20310),ELECTRO SAO203 (20330),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20330)",,,
2025-08-01T11:59:02,PORTER�A BOMBON� (90010),CCTV BODEGA BOMBON� (90080),answered,00:00:13,00:00:21,0.00,Terminated by PORTER�A BOMBON� (90010),,,
2025-08-01T11:59:07,ATENCION CLIENTE SAO203 (20310),VMail (20330),answered,00:00:00,00:00:05,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:58:46,ATENCION CLIENTE SAO203 (20310),ELECTRO SAO203 (20330),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20330)",,,
2025-08-01T11:59:02,STICK SNEIDER RUA SALAS (98854),VMail (10510),answered,00:00:00,00:00:02,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:59:02,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO105 (10510),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (10510)",,,
2025-08-01T11:58:59,PORTER�A BOMBON� (90010),19008,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T11:58:43,STICK SNEIDER RUA SALAS (98854),VMail (10510),answered,00:00:00,00:00:05,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:58:43,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO105 (10510),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (10510)",,,
2025-08-01T11:58:35,STICK SNEIDER RUA SALAS (98854),VMail (05310),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:58:14,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO053 (05310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05310)",,,
2025-08-01T11:57:52,CCTV CEDI BOGOTA (91960),99071,answered,00:00:21,00:00:04,0.06,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T11:58:01,STICK SNEIDER RUA SALAS (98854),VMail (05310),answered,00:00:00,00:00:05,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:57:40,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO053 (05310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05310)",,,
2025-08-01T11:57:39,CCTV CEDI BOGOTA (91960),99070,answered,00:00:06,00:00:03,0.06,Terminated by CCTV CEDI BOGOTA (91960),,,
2025-08-01T11:57:28,STICK SNEIDER RUA SALAS (98854),VMail (05310),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:57:07,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO053 (05310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05310)",,,
2025-08-01T11:56:31,SALA COORDINADORES 980 (98119),CENTRAL SEGURIDAD SAO 053 (05360),answered,00:00:12,00:00:29,0.00,Terminated by CENTRAL SEGURIDAD SAO 053 (05360),,,
2025-08-01T11:56:23,LUZ YANETH MARIN CUARTAS (96017),95010,answered,00:00:14,00:00:30,0.50,Terminated by LUZ YANETH MARIN CUARTAS (96017),,,
2025-08-01T11:57:00,STICK SNEIDER RUA SALAS (98854),VMail (05310),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:56:39,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO053 (05310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05310)",,,
2025-08-01T11:56:32,STICK SNEIDER RUA SALAS (98854),VMail (05310),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:56:11,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO053 (05310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (05310)",,,
2025-08-01T11:56:22,DROGUERIA STO017 (01720),VMail (99989),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA STO017 (01720),,,
2025-08-01T11:55:00,DROGUERIA STO017 (01720),DROGUERIA STO004 (00420),answered,00:00:05,00:01:13,0.00,Terminated by DROGUERIA STO004 (00420),,,
2025-08-01T11:56:09,LUZ YANETH MARIN CUARTAS (96017),VMail (96025),answered,00:00:00,00:00:05,0.00,Terminated by LUZ YANETH MARIN CUARTAS (96017),,,
2025-08-01T11:55:48,LUZ YANETH MARIN CUARTAS (96017),NOHRA MORA (96025),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (96025)",,,
2025-08-01T11:56:03,STICK SNEIDER RUA SALAS (98854),VMail (01610),answered,00:00:00,00:00:03,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:55:42,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE STO016 (01610),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (01610)",,,
2025-08-01T11:55:31,STICK SNEIDER RUA SALAS (98854),VMail (01610),answered,00:00:00,00:00:05,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:55:10,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE STO016 (01610),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (01610)",,,
2025-08-01T11:55:35,ATENCION CLIENTE STO026 (02610),051200,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T11:54:49,YANNY JEYSAN QUINA COLLO (96015),58610,answered,00:00:22,00:00:04,0.06,Terminated by YANNY JEYSAN QUINA COLLO (96015),,,
2025-08-01T11:52:22,DROGUERIA STO568 (56820),DROGUERIA STO130 (13020),answered,00:00:19,00:02:24,0.00,Terminated by DROGUERIA STO568 (56820),,,
2025-08-01T11:53:16,DROGUERIA SDO099 (09920),51520,unanswered,00:00:04,00:00:00,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:52:44,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:05,0.08,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:53:04,DANIELA PACHECO GERALDINO (98881),VMail (20310),answered,00:00:00,00:00:00,0.00,Terminated by DANIELA PACHECO GERALDINO (98881),,,
2025-08-01T11:52:42,DANIELA PACHECO GERALDINO (98881),ATENCION CLIENTE SAO203 (20310),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (20310)",,,
2025-08-01T11:52:18,DROGUERIA SDO099 (09920),51520,unanswered,00:00:21,00:00:00,0.00,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:51:47,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:04,0.06,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:51:43,DROGUERIA SDO099 (09920),5152,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T11:49:53,JOSE MANUEL  CHIRINOS OSPINO (90057),BREINER JOSE CABADIA GONZALEZ (90023),answered,00:00:09,00:01:03,0.00,Terminated by BREINER JOSE CABADIA GONZALEZ (90023),,,
2025-08-01T11:50:57,LUZ YANETH MARIN CUARTAS (96017),VMail (96025),answered,00:00:00,00:00:05,0.00,Terminated by LUZ YANETH MARIN CUARTAS (96017),,,
2025-08-01T11:50:36,LUZ YANETH MARIN CUARTAS (96017),NOHRA MORA (96025),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (96025)",,,
2025-08-01T11:50:33,DROGUERIA SDO099 (09920),51520,answered,00:00:21,00:00:06,0.09,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:50:56,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:50:35,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:50:31,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:50:10,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:50:30,DROGUERIA SDO099 (09920),1515,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T11:49:55,DROGUERIA SDO099 (09920),52820,answered,00:00:21,00:00:06,0.10,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:49:25,DROGUERIA STO568 (56820),DROGUERIA STO130 (13020),answered,00:00:05,00:00:42,0.00,Terminated by DROGUERIA STO568 (56820),,,
2025-08-01T11:49:41,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:19,00:00:00,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:49:54,YILENIA BEATRIZ GOMEZ ROMERO (90027),ANIBAL MORALES ROMERO (90059),unanswered,00:00:02,00:00:00,0.00,Terminated by YILENIA BEATRIZ GOMEZ ROMERO (90027),,,
2025-08-01T11:49:27,ATENCION CLIENTE SAO203 (20310),98881,unanswered,00:00:20,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:49:38,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:02,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:49:17,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:49:19,ATENCION CLIENTE SAO203 (20310),98881,unanswered,00:00:01,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:48:50,ATENCION CLIENTE SAO203 (20310),98881,answered,00:00:21,00:00:04,0.06,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:48:59,DROGUERIA STO568 (56820),DROGUERIA STO130 (13020),answered,00:00:07,00:00:00,0.00,Terminated by DROGUERIA STO130 (13020),,,
2025-08-01T11:48:45,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:04,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:48:24,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:48:47,ATENCION CLIENTE SAO203 (20310),98881,unanswered,00:00:00,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:48:45,ATENCION CLIENTE SAO203 (20310),9881,unanswered,00:00:00,00:00:00,0.00,Target not found,,,
2025-08-01T11:48:15,ATENCION CLIENTE SAO203 (20310),98881,answered,00:00:21,00:00:05,0.09,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:48:13,YANNY JEYSAN QUINA COLLO (96015),67810,unanswered,00:00:00,00:00:00,0.00,Terminated by YANNY JEYSAN QUINA COLLO (96015),,,
2025-08-01T11:47:55,DROGUERIA STO568 (56820),VMail (13920),answered,00:00:00,00:00:08,0.00,Terminated by DROGUERIA STO568 (56820),,,
2025-08-01T11:47:54,DROGUERIA STO568 (56820),DROGUERIA STO139 (13920),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (13920)",,,
2025-08-01T11:46:25,ATENCION CLIENTE SAO321 (32110),CENTRAL SEGURIDAD SAO 321 (32160),answered,00:00:11,00:00:22,0.00,Terminated by ATENCION CLIENTE SAO321 (32110),,,
2025-08-01T11:45:20,ATENCION CLIENTE SDO099 (09910),98097,answered,00:00:07,00:00:44,0.73,Terminated by ATENCION CLIENTE SDO099 (09910),,,
2025-08-01T11:45:34,DROGUERIA STO076 (07620),51420,answered,00:00:07,00:00:09,0.15,Terminated by DROGUERIA STO076 (07620),,,
2025-08-01T11:44:17,DROGUERIA STO301 (30120),DROGUERIA STO311 (31120),answered,00:00:04,00:01:09,0.00,Terminated by DROGUERIA STO301 (30120),,,
2025-08-01T11:42:26,DROGUERIA SDO099 (09920),52820,answered,00:00:22,00:02:35,2.59,Terminated by 52820,,,
2025-08-01T11:44:25,CARLOS ALBERTO POSADA GUTIERREZ (96019),98185,answered,00:00:21,00:00:09,0.15,Terminated by CARLOS ALBERTO POSADA GUTIERREZ (96019),,,
2025-08-01T11:44:46,DROGUERIA STO132 (13220),57020,answered,00:00:00,00:00:03,0.05,Terminated by DROGUERIA STO132 (13220),,,
2025-08-01T11:44:36,DROGUERIA STO132 (13220),57020,answered,00:00:00,00:00:03,0.05,Terminated by DROGUERIA STO132 (13220),,,
2025-08-01T11:43:41,CENTRAL SEGURIDAD SAO 031 (03160),ATENCION CLIENTE SAO031 (03110),answered,00:00:08,00:00:32,0.00,Terminated by CENTRAL SEGURIDAD SAO 031 (03160),,,
2025-08-01T11:43:28,CARLOS ALBERTO POSADA GUTIERREZ (96019),98185,answered,00:00:21,00:00:04,0.06,Terminated by CARLOS ALBERTO POSADA GUTIERREZ (96019),,,
2025-08-01T11:40:21,ATENCION CLIENTE SAO203 (20310),98854,answered,00:00:08,00:03:18,3.30,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:43:25,DROGUERIA STO004 (00420),VMail (01720),answered,00:00:00,00:00:10,0.00,Terminated by DROGUERIA STO004 (00420),,,
2025-08-01T11:43:04,DROGUERIA STO004 (00420),DROGUERIA STO017 (01720),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (01720)",,,
2025-08-01T11:43:18,ELECTRO SAO203 (20330),VMail (20310),answered,00:00:00,00:00:10,0.00,Terminated by ELECTRO SAO203 (20330),,,
2025-08-01T11:43:18,ELECTRO SAO203 (20330),ATENCION CLIENTE SAO203 (20310),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (20310)",,,
2025-08-01T11:40:01,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:02:37,0.00,Terminated by VMail (08020),,,
2025-08-01T11:39:40,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:40:47,DROGUERIA SDO099 (09920),52820,answered,00:00:21,00:00:11,0.18,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:40:15,DROGUERIA SDO099 (09920),52820,answered,00:00:21,00:00:07,0.12,Terminated by DROGUERIA SDO099 (09920),,,
2025-08-01T11:40:17,ATENCION CLIENTE SAO203 (20310),98881,unanswered,00:00:01,00:00:00,0.00,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:39:19,ATENCION CLIENTE SAO203 (20310),98359,answered,00:00:16,00:00:39,0.66,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:39:34,ELECTRO SAO321 (32130),ATENCION CLIENTE SAO321 (32110),answered,00:00:08,00:00:15,0.00,Terminated by ELECTRO SAO321 (32130),,,
2025-08-01T11:39:53,DROGUERIA STO109 (10920),VMail (10320),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO109 (10920),,,
2025-08-01T11:39:53,DROGUERIA STO109 (10920),DROGUERIA STO103 (10320),unanswered,00:00:00,00:00:00,0.00,"Not registered, forwarded to VMail (10320)",,,
2025-08-01T11:39:48,STICK SNEIDER RUA SALAS (98854),VMail (20310),answered,00:00:00,00:00:04,0.00,Terminated by STICK SNEIDER RUA SALAS (98854),,,
2025-08-01T11:39:48,STICK SNEIDER RUA SALAS (98854),ATENCION CLIENTE SAO203 (20310),unanswered,00:00:00,00:00:00,0.00,"Busy, forwarded to VMail (20310)",,,
2025-08-01T11:39:34,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:05,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:39:13,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:39:17,DROGUERIA STO004 (00420),VMail (01620),answered,00:00:00,00:00:06,0.00,Terminated by DROGUERIA STO004 (00420),,,
2025-08-01T11:38:56,DROGUERIA STO004 (00420),DROGUERIA STO016 (01620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (01620)",,,
2025-08-01T11:38:51,ATENCION CLIENTE SAO203 (20310),98881,answered,00:00:21,00:00:03,0.05,Terminated by ATENCION CLIENTE SAO203 (20310),,,
2025-08-01T11:39:09,DROGUERIA STO 079 (07920),VMail (08020),answered,00:00:00,00:00:03,0.00,Terminated by DROGUERIA STO 079 (07920),,,
2025-08-01T11:38:48,DROGUERIA STO 079 (07920),DROGUERIA STO080 (08020),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (08020)",,,
2025-08-01T11:38:47,DROGUERIA STO004 (00420),VMail (01620),answered,00:00:00,00:00:06,0.00,Terminated by DROGUERIA STO004 (00420),,,
2025-08-01T11:38:26,DROGUERIA STO004 (00420),DROGUERIA STO016 (01620),unanswered,00:00:21,00:00:00,0.00,"No answer, forwarded to VMail (01620)",,,
2025-08-01T11:37:15,DROGUERIA SAO031 (03120),98868,answered,00:00:03,00:01:26,1.43,Terminated by DROGUERIA SAO031 (03120),,,
